X,Y,Z
-537,1245,697
-555,1278,631
-565,1283,613
-580,1273,603
-547,1291,560
-527,1306,555
-530,1311,532
-535,1322,530
-540,1322,492
-550,1316,463
-516,1360,468
-530,1342,397
-508,1352,397
-530,1342,362
-518,1355,345
-535,1352,321
-511,1370,301
-518,1367,253
-527,1362,195
-532,1362,182
-526,1383,185
-532,1357,126
-530,1365,101
-570,1355,88
-562,1350,62
-577,1342,35
-587,1337,12
-550,1330,17
-585,1330,-15
-592,1308,-88
-585,1293,-126
-607,1281,-116
-602,1301,-138
-607,1291,-158
-605,1271,-172
-595,1256,-185
-620,1225,-222
-610,1245,-240
-602,1242,-261
-585,1258,-266
-600,1242,-256
-595,1245,-246
-592,1266,-237
-590,1261,-253
-597,1255,-232
-615,1245,-271
-622,1227,-273
-612,1225,-311
-617,1210,-327
-592,1207,-337
-600,1186,-365
-595,1163,-382
-587,1166,-385
-577,1176,-395
-580,1183,-390
-580,1158,-400
-575,1168,-413
-580,1136,-436
-577,1136,-461
-602,1100,-500
-612,1056,-535
-615,1026,-517
-620,987,-601
-636,945,-650
-633,872,-675
-656,837,-705
-668,761,-756
-646,732,-781
-678,661,-812
-673,641,-815
-671,580,-845
-678,516,-840
-696,480,-835
-698,447,-857
-668,433,-872
-698,386,-916
-693,376,-890
-691,370,-898
-701,315,-913
-663,325,-885
-671,296,-911
-678,281,-896
-678,256,-911
-686,250,-908
-691,207,-908
-688,168,-908
-668,187,-908
-691,143,-918
-701,115,-908
-698,87,-916
-688,90,-911
-698,65,-926
-698,65,-918
-728,56,-901
-721,48,-898
-721,65,-893
-708,1,-913
-721,-33,-890
-745,-53,-862
-737,-102,-870
-757,-143,-867
-757,-166,-865
-742,-187,-865
-760,-250,-837
-757,-283,-825
-747,-276,-822
-742,-288,-830
-737,-291,-808
-733,-320,-812
-740,-337,-815
-736,-315,-806
-731,-322,-812
-716,-342,-793
-747,-360,-798
-760,-370,-808
-740,-398,-758
-752,-418,-801
-745,-423,-778
-747,-428,-771
-740,-440,-756
-750,-428,-753
-742,-465,-733
-733,-465,-725
-752,-460,-738
-750,-487,-733
-752,-495,-725
-757,-492,-731
-762,-508,-715
-740,-531,-715
-760,-533,-700
-736,-523,-672
-772,-548,-670
-767,-567,-672
-760,-577,-665
-767,-592,-650
-767,-595,-633
-775,-610,-621
-745,-615,-638
-755,-622,-608
-775,-643,-611
-767,-643,-608
-750,-651,-606
-790,-676,-618
-775,-661,-583
-775,-692,-568
-785,-707,-547
-787,-692,-527
-790,-712,-522
-790,-745,-492
-790,-758,-497
-795,-752,-468
-800,-745,-466
-810,-753,-433
-800,-783,-436
-805,-796,-453
-797,-781,-438
-800,-773,-428
-797,-791,-431
-802,-783,-411
-795,-808,-408
-807,-808,-426
-810,-803,-413
-800,-798,-367
-827,-801,-397
-805,-813,-408
-795,-811,-402
-800,-811,-390
-792,-815,-392
-815,-791,-385
-807,-817,-402
-802,-811,-362
-810,-811,-362
-827,-798,-355
-812,-827,-360
-800,-847,-360
-805,-840,-342
-800,-840,-367
-825,-840,-370
-800,-820,-380
-797,-806,-426
-790,-768,-446
-810,-761,-478
-812,-725,-507
-815,-695,-545
-807,-648,-552
-800,-615,-633
-782,-565,-670
-790,-513,-700
-775,-455,-710
-775,-421,-746
-762,-421,-746
-762,-398,-771
-762,-375,-776
-777,-340,-778
-755,-327,-791
-757,-322,-801
-747,-306,-801
-747,-288,-837
-745,-258,-832
-728,-263,-830
-733,-261,-830
-752,-258,-845
-721,-222,-847
-723,-181,-867
-708,-120,-880
-701,-38,-877
-708,3,-890
,,
-691,53,-913
-696,85,-911
-701,133,-908
-718,197,-890
-681,293,-893
-683,315,-906
-673,350,-882
-696,360,-875
-698,370,-885
-688,421,-862
-696,445,-857
-701,501,-850
-718,523,-832
-713,531,-815
-731,570,-817
-718,612,-791
-716,656,-801
-718,686,-768
-723,715,-748
-726,732,-722
-703,758,-717
-698,766,-712
-713,796,-682
-698,815,-670
-703,845,-665
-693,870,-662
-696,906,-636
-681,933,-613
-678,942,-578
-686,980,-573
-706,980,-568
-701,1018,-522
-691,1028,-510
-698,1053,-487
-693,1043,-456
-688,1077,-426
-686,1100,-421
-683,1141,-387
-683,1148,-332
-683,1153,-286
-686,1178,-273
-668,1192,-261
-653,1207,-261
-651,1225,-251
-683,1220,-237
-653,1268,-156
-673,1261,-156
-673,1242,-162
-658,1278,-128
-656,1261,-131
-678,1255,-133
-668,1278,-88
-656,1278,-75
-641,1298,-45
-656,1303,-15
-648,1301,20
-633,1296,77
-643,1306,91
-648,1313,91
-656,1311,131
-671,1311,185
-683,1293,220
-666,1313,227
-651,1335,258
-648,1337,283
-636,1330,313
-646,1327,362
-633,1316,400
-630,1316,397
-610,1317,441
-622,1303,441
-612,1291,461
-632,1288,490
-620,1298,492
-625,1296,520
-625,1273,542
-620,1252,573
-607,1252,593
-595,1247,616
-582,1252,643
-585,1237,662
-572,1230,700
-547,1232,720
-540,1222,733
-527,1220,741
-542,1205,751
-540,1191,741
-532,1197,771
-542,1197,758
-535,1191,763
-527,1202,786
-530,1186,798
-526,1158,808
-523,1153,822
-511,1151,812
-518,1163,845
-521,1143,840
-535,1112,832
-513,1128,870
-513,1120,845
-506,1136,872
-493,1131,882
-496,1105,890
-466,1105,893
-471,1112,908
-473,1107,911
-466,1102,921
-471,1097,926
-478,1087,916
-493,1058,921
-473,1080,931
-466,1066,938
-476,1066,946
-488,1026,943
-468,1043,971
-486,1036,992
-473,1018,985
-476,995,992
-483,995,997
-501,960,1027
-488,957,1027
-488,955,1047
-503,952,1032
-501,947,1037
-496,928,1032
-513,906,1050
-506,926,1088
-498,903,1073
-527,883,1071
-562,860,1078
-555,847,1088
-526,830,1118
-523,811,1131
-545,771,1137
-545,758,1147
-545,742,1137
-562,745,1133
-537,753,1165
-545,747,1145
-535,740,1147
-555,745,1150
-567,717,1172
-550,702,1167
-567,671,1200
-572,643,1205
-587,590,1182
-565,548,1231
-580,501,1241
-570,470,1268
-582,445,1248
-567,442,1261
-590,386,1238
-580,378,1261
-555,332,1251
-572,313,1263
-562,288,1253
-557,251,1263
-560,230,1283
-557,202,1283
-565,181,1302
-550,171,1291
-560,138,1273
-600,92,1273
-597,67,1256
-585,26,1268
-600,23,1246
-610,6,1243
-630,-28,1223
-615,-38,1226
-622,-105,1241
-622,-117,1202
-622,-126,1182
-627,-161,1180
-627,-202,1175
-625,-217,1175
-622,-271,1155
-612,-291,1157
-620,-357,1131
-627,-388,1123
-597,-433,1088
-592,-457,1068
-565,-482,1061
-592,-523,1027
-582,-538,1000
-587,-585,975
-587,-615,992
-580,-628,951
-592,-628,931
-597,-646,916
-587,-673,906
-585,-695,885
-610,-707,867
-617,-710,835
-620,-730,830
-627,-753,815
-617,-761,781
-615,-783,793
-622,-788,766
-632,-822,738
-632,-822,710
-648,-860,670
-632,-855,690
-633,-865,662
-627,-878,638
-648,-877,626
-633,-878,608
-622,-867,603
-653,-903,573
-646,-878,540
-663,-896,545
-658,-903,540
-658,-911,520
-666,-941,483
-678,-950,466
-686,-941,438
-681,-952,421
-673,-972,382
-681,-972,377
-676,-980,350
-683,-982,335
-708,-987,316
-686,-990,298
-701,-1000,306
-706,-987,283
-706,-982,271
-693,-972,240
-698,-990,225
-723,-982,197
-716,-985,192
-706,-987,156
-728,-995,108
-713,-975,101
-733,-980,93
-726,-980,57
-726,-1000,42
-723,-985,35
-731,-992,5
-733,-977,-25
-731,-980,-45
-728,-982,-35
-747,-960,-67
-787,-945,-103
-762,-957,-116
-762,-952,-133
-765,-941,-141
-767,-938,-167
-765,-901,-162
-752,-921,-167
-755,-921,-195
-765,-923,-215
-772,-918,-230
-760,-903,-246
-752,-906,-253
-745,-903,-271
-731,-906,-278
-718,-893,-291
-736,-881,-301
-713,-862,-311
-737,-883,-342
-736,-906,-350
-737,-867,-390
-731,-825,-380
-733,-822,-436
-716,-822,-446
-716,-811,-463
-723,-798,-476
-713,-766,-502
-718,-752,-512
-731,-747,-545
-726,-705,-560
-740,-692,-573
-745,-683,-621
-731,-668,-628
-733,-638,-646
-733,-612,-672
-726,-607,-682
-736,-622,-715
-736,-553,-710
-750,-531,-685
-760,-553,-725
-740,-506,-710
-755,-485,-738
-737,-442,-727
-740,-433,-748
-742,-438,-758
-745,-447,-796
-726,-406,-798
-721,-367,-768
-755,-360,-806
-755,-345,-801
-740,-313,-812
-757,-293,-832
-747,-273,-845
-757,-250,-842
-785,-250,-832
-775,-222,-855
-762,-222,-855
-737,-232,-893
-752,-126,-855
-765,-105,-865
-765,-80,-882
-772,-95,-901
-770,-58,-877
-772,-58,-867
-760,-18,-875
-760,-1,-893
-780,-13,-913
-762,1,-890
,,
-750,6,-903
,,
-750,8,-896
,,
-760,11,-893
-760,43,-898
-728,75,-903
-733,82,-908
-733,65,-893
-765,61,-921
-745,90,-896
-752,102,-923
-755,125,-901
-757,120,-890
-757,117,-877
-750,112,-908
-760,95,-901
-752,100,-898
-760,82,-893
-757,90,-887
-752,90,-918
-737,95,-885
-740,110,-898
-762,80,-921
-745,95,-908
-733,102,-908
-740,102,-903
-721,120,-928
-703,126,-923
-762,92,-921
-742,126,-896
-736,112,-921
-745,110,-911
-747,110,-903
-728,122,-890
-742,95,-893
-726,105,-913
-726,122,-903
-711,133,-906
-693,156,-893
-708,138,-906
-691,138,-918
-686,125,-946
-686,133,-926
-658,131,-923
-681,115,-936
-646,148,-908
-646,102,-928
-622,110,-958
-622,117,-943
-592,146,-933
-607,133,-933
-602,125,-958
-597,141,-938
-597,158,-951
-570,176,-936
-560,187,-938
-555,181,-953
-540,171,-951
-542,207,-961
-521,222,-953
-511,220,-956
-511,227,-966
-491,251,-968
-473,271,-948
-466,256,-968
-461,286,-982
-448,288,-951
-431,293,-980
-426,311,-980
-405,308,-975
-390,311,-961
-372,320,-946
-330,335,-975
-306,327,-961
-283,322,-980
-241,342,-966
-207,340,-975
-152,330,-971
-110,335,-958
-76,308,-975
-23,308,-971
18,345,-933
36,330,-933
86,345,-936
132,345,-926
190,350,-918
190,367,-887
223,393,-847
281,388,-850
320,398,-822
342,396,-812
380,413,-791
390,416,-781
428,428,-761
453,433,-736
483,436,-720
473,433,-725
521,447,-700
560,465,-672
577,442,-643
602,445,-623
653,447,-608
636,440,-583
653,470,-540
663,465,-537
683,465,-522
752,455,-502
711,477,-471
731,470,-446
757,467,-441
775,472,-423
770,477,-402
787,470,-402
787,495,-377
787,492,-352
795,500,-362
805,497,-362
825,497,-337
830,508,-342
832,500,-332
832,500,-306
822,490,-311
853,503,-291
820,508,-291
837,513,-288
820,495,-271
832,511,-276
846,516,-258
825,513,-288
835,511,-263
830,508,-273
837,506,-263
837,523,-266
840,513,-253
837,518,-266
858,526,-251
863,513,-263
858,523,-261
878,523,-253
858,503,-273
837,528,-261
835,521,-268
856,531,-246
886,536,-237
830,546,-253
832,548,-266
846,548,-246
842,536,-251
832,556,-258
835,556,-253
842,563,-253
837,541,-246
837,546,-253
837,553,-248
856,563,-246
837,572,-253
843,563,-266
858,553,-243
848,565,-256
886,570,-235
837,565,-237
830,580,-237
835,565,-240
842,575,-235
886,567,-227
830,580,-243
830,575,-256
837,585,-240
856,592,-222
832,595,-232
825,590,-235
853,602,-222
832,595,-227
866,602,-202
846,602,-210
866,615,-220
868,622,-182
863,620,-197
881,625,-195
868,627,-177
896,627,-172
843,636,-162
846,628,-156
840,615,-177
866,641,-143
853,622,-146
861,633,-146
830,600,-158
876,638,-116
881,622,-93
878,607,-101
891,622,-86
881,587,-106
888,605,-72
913,602,-75
916,600,-70
938,605,-25
918,605,-35
911,590,-37
891,597,-40
893,605,-15
941,600,0
,,
893,607,-20
906,620,-25
921,605,-35
903,602,-25
913,597,-22
926,595,-20
916,610,-12
893,600,-10
916,602,-20
911,590,-10
936,607,0
,,
938,622,15
921,607,5
938,597,0
923,595,-2
950,587,0
901,587,-22
913,607,-2
911,610,2
916,585,2
970,595,17
903,602,-7
883,595,-20
893,602,-7
911,592,10
911,610,-2
901,600,5
916,595,0
928,610,-2
923,610,7
923,607,0
948,617,12
941,597,15
921,612,20
948,597,17
906,605,20
933,577,27
908,605,25
906,612,5
928,620,20
936,620,25
913,607,20
916,602,20
881,590,0
918,622,12
923,607,35
911,610,17
928,627,20
906,590,10
916,610,12
938,617,22
931,607,25
955,610,47
952,607,55
938,617,37
923,610,30
918,617,65
970,638,81
903,602,30
908,610,17
913,627,50
913,615,25
911,615,50
923,617,55
906,600,35
923,612,37
921,617,25
928,610,22
933,615,20
923,612,25
923,620,25
926,615,-7
911,620,-37
921,610,-40
863,620,-116
848,641,-146
837,631,-195
815,646,-246
861,643,-271
762,628,-330
747,653,-367
701,646,-423
668,651,-433
641,643,-500
595,638,-542
607,641,-552
550,651,-593
523,641,-633
473,636,-665
471,643,-697
415,636,-743
372,631,-746
335,628,-781
271,656,-803
261,643,-830
150,661,-808
93,651,-825
81,686,-835
56,683,-862
-18,666,-867
-31,668,-865
-71,671,-875
-130,653,-887
-172,658,-921
-192,668,-885
-205,668,-882
-236,673,-882
-271,678,-887
-316,666,-906
-340,661,-898
-335,673,-896
-387,663,-896
-471,658,-877
-496,643,-870
-516,681,-877
-496,686,-896
-602,653,-837
-620,651,-817
-658,658,-830
-701,656,-812
-745,646,-803
-770,653,-788
-802,648,-766
-835,656,-736
-842,673,-727
-898,643,-720
-918,641,-705
-960,641,-682
-987,633,-677
-1025,627,-665
-1063,627,-621
-1091,627,-628
-1148,600,-560
-1165,580,-527
-1190,595,-505
-1222,575,-476
-1242,585,-507
-1250,577,-395
-1281,570,-347
-1298,577,-330
-1306,565,-321
-1346,553,-281
-1368,551,-240
-1387,553,-227
-1397,536,-205
-1392,538,-165
-1412,546,-146
-1430,558,-131
-1435,556,-103
-1442,543,-62
-1462,546,-60
-1462,533,-32
-1486,533,-30
-1447,518,55
-1432,516,55
-1460,526,101
-1445,538,118
-1460,526,148
-1442,546,190
-1455,523,207
-1455,508,217
-1467,513,243
-1465,506,266
-1486,511,281
-1476,500,296
-1467,500,325
-1476,492,332
-1476,492,362
-1476,482,365
-1475,487,387
-1481,477,428
-1452,475,436
-1432,495,441
-1498,480,428
-1440,482,466
-1425,477,487
-1422,480,483
-1422,472,500
-1420,480,512
-1422,460,510
-1405,482,540
-1400,470,565
-1400,477,581
-1405,470,606
-1407,485,601
-1397,495,641
-1392,477,650
-1390,467,655
-1390,460,675
-1392,465,677
-1338,445,695
-1293,465,731
-1313,452,733
-1308,467,756
-1370,433,736
-1303,455,761
-1288,457,783
-1276,452,781
-1265,462,806
-1273,452,822
-1268,467,840
-1247,436,837
-1245,452,850
-1260,452,857
-1225,445,875
-1260,436,862
-1235,438,887
-1202,438,916
-1225,455,926
-1205,452,923
-1235,436,938
-1113,433,953
-1126,457,968
-1113,442,966
-1118,433,990
-1096,428,997
-1086,423,1000
-1081,428,1017
-1081,426,1025
-1076,426,1015
-1071,431,1030
-1078,438,1020
-1076,433,1027
-1056,426,1047
-1047,431,1061
-1047,433,1056
-1073,413,1047
-1035,428,1088
-1030,460,1091
-975,445,1108
-965,450,1086
-1017,436,1108
-941,442,1106
-926,445,1103
-913,452,1126
-916,433,1118
-891,442,1123
-896,457,1123
-878,447,1165
-883,438,1150
-886,447,1142
-868,433,1160
-908,423,1157
-878,440,1160
-858,462,1187
-891,445,1190
-876,442,1175
-898,457,1172
-881,431,1182
-835,438,1172
-840,450,1160
-866,440,1160
-926,423,1155
-837,438,1170
-846,440,1152
-840,418,1152
-858,431,1152
-861,423,1155
-866,428,1152
-881,442,1167
-871,423,1167
-888,428,1170
-878,416,1170
-906,401,1172
-881,413,1185
-881,428,1172
-906,413,1175
-886,406,1175
-898,413,1185
-835,403,1160
-830,413,1165
-822,411,1177
-810,426,1180
-820,413,1185
-815,416,1177
-805,418,1202
-797,411,1200
-812,411,1185
-802,403,1200
-807,416,1185
-817,401,1180
-802,411,1210
-815,401,1210
-820,406,1192
-830,411,1212
-846,406,1192
-868,411,1192
-863,423,1172
-908,440,1137
-970,455,1145
-1007,440,1078
-1058,455,1032
-1118,470,963
-1192,485,903
-1266,480,801
-1343,482,702
-1370,487,626
-1420,485,527
-1476,482,408
-1488,460,325
-1516,442,222
-1538,421,141
-1518,423,88
-1516,428,5
-1493,421,-67
-1467,426,-113
-1440,411,-187
-1407,445,-217
-1375,450,-268
-1356,447,-332
-1356,442,-406
-1303,418,-438
-1283,428,-463
-1257,428,-507
-1225,418,-530
-1185,411,-578
-1146,418,-598
-1101,406,-657
-1068,406,-687
-1030,396,-725
-995,393,-748
-970,398,-812
-921,386,-825
-878,398,-827
-832,403,-865
-805,421,-837
-757,428,-908
-740,440,-847
-713,421,-867
-673,416,-901
-638,428,-913
-605,426,-921
-545,440,-918
-521,423,-941
-466,416,-936
-415,423,-971
-382,416,-975
-337,386,-997
-308,401,-975
-268,393,-963
-226,393,-987
-195,375,-975
-137,383,-990
-110,391,-975
-83,401,-926
-68,381,-943
-18,393,-961
56,406,-958
38,423,-931
91,423,-908
130,423,-880
187,436,-885
213,440,-865
296,445,-835
330,452,-812
362,447,-776
428,452,-763
481,460,-733
555,457,-697
592,462,-665
632,447,-628
688,445,-596
698,440,-568
750,440,-535
721,455,-497
731,440,-441
755,440,-418
795,423,-395
843,411,-372
835,416,-347
843,411,-318
871,421,-283
883,411,-253
906,416,-227
941,428,-185
941,411,-162
943,428,-143
970,418,-128
965,403,-93
985,408,-55
982,406,-37
1000,413,-25
992,398,12
,,
955,428,20
,,
1002,403,65
975,408,50
972,413,88
955,388,96
982,406,138
982,388,162
985,381,162
975,375,195
992,365,202
985,375,251
987,378,256
977,360,286
1002,381,306
982,367,327
1007,372,357
990,362,367
985,352,406
970,357,400
933,375,392
926,360,428
957,370,446
995,372,507
926,345,461
948,376,473
936,378,483
938,360,512
933,375,530
941,365,557
916,352,562
913,352,547
913,375,611
916,375,611
906,372,638
896,362,657
896,370,670
888,370,692
883,367,705
878,372,727
842,376,697
861,365,680
842,375,705
846,372,710
832,370,715
843,383,720
837,378,753
820,378,741
840,370,766
815,375,761
820,393,812
795,365,783
805,370,781
810,375,825
790,381,830
790,381,857
797,381,857
767,378,872
757,367,847
740,372,875
755,372,928
733,370,882
731,381,896
745,388,903
723,396,887
713,383,893
736,396,911
716,396,928
711,413,911
701,408,926
703,408,938
703,406,985
686,408,975
676,416,975
688,393,1002
668,418,1000
646,428,1040
646,408,982
648,406,968
633,433,990
620,436,1007
602,418,1030
630,431,1015
625,428,1020
602,423,1017
607,433,1040
592,423,1022
592,418,1040
605,450,1056
585,433,1035
587,455,1068
572,455,1061
560,460,1071
567,497,1091
572,495,1071
565,503,1096
555,523,1091
550,523,1108
527,523,1066
506,521,1061
501,546,1081
493,538,1081
486,570,1073
471,597,1078
473,612,1088
468,605,1061
476,622,1091
476,590,1088
463,587,1123
478,600,1101
473,605,1091
483,600,1106
463,615,1101
468,631,1123
473,625,1116
468,625,1108
473,607,1078
466,615,1081
453,605,1137
458,615,1073
451,607,1068
456,612,1073
456,610,1101
473,625,1071
476,627,1076
483,622,1078
491,631,1058
498,622,1073
498,617,1056
518,620,1081
511,627,1081
516,631,1068
506,631,1076
521,636,1058
545,648,1058
537,633,980
577,627,975
560,631,975
585,638,961
592,627,1015
600,622,938
633,661,966
636,656,953
633,636,928
638,636,923
641,638,948
646,638,931
653,646,928
648,648,931
668,656,916
678,656,936
696,666,906
701,661,901
693,656,906
691,681,877
698,686,916
688,666,880
686,678,860
688,661,867
711,686,862
681,673,860
683,668,870
713,688,898
696,646,845
706,651,875
713,646,870
711,668,911
683,663,893
703,633,890
701,661,908
698,641,896
713,648,916
711,628,890
723,651,825
713,638,820
745,627,801
757,620,830
760,607,812
760,610,815
762,602,801
757,592,815
745,605,822
728,605,832
742,615,825
750,627,832
737,622,830
740,625,835
740,627,845
760,633,827
750,643,808
757,643,812
772,638,796
780,668,786
792,681,695
772,676,700
762,683,705
785,668,727
792,651,756
795,666,736
787,673,720
767,671,741
780,663,748
770,656,746
800,646,763
775,617,738
797,638,768
790,627,793
790,627,768
807,622,786
785,636,758
800,641,736
815,651,731
790,668,680
810,648,743
800,643,722
785,627,748
747,627,748
775,658,817
737,641,820
737,631,862
726,631,916
703,597,903
693,592,958
688,590,948
661,597,963
686,597,971
632,595,966
630,607,1007
610,597,1022
607,620,1068
565,615,1071
511,600,1032
508,610,1063
478,617,1071
478,627,1140
456,625,1108
453,627,1121
438,617,1118
426,633,1133
405,641,1137
360,628,1162
370,648,1160
325,641,1177
320,658,1215
293,656,1192
288,656,1215
261,651,1215
251,656,1228
241,636,1223
241,643,1248
231,648,1263
200,633,1207
165,643,1226
165,648,1243
135,646,1236
101,648,1271
101,661,1271
81,648,1273
51,628,1256
46,663,1300
31,658,1278
1,671,1302
-1,666,1293
-23,676,1300
-66,653,1307
-91,663,1296
-96,666,1302
-120,676,1302
-127,683,1307
-127,690,1268
-140,673,1281
-155,678,1312
-157,705,1286
-147,705,1293
-167,700,1271
-187,690,1291
-187,697,1291
-200,702,1300
-202,686,1312
-210,668,1317
-248,663,1332
-248,656,1312
-256,653,1342
-276,666,1340
-283,668,1305
-293,678,1312
-303,681,1315
-301,710,1330
-303,673,1283
-306,690,1283
-320,656,1291
-311,673,1291
-337,676,1312
-355,666,1310
-377,656,1302
-385,646,1307
-397,656,1315
-421,633,1302
-438,633,1325
-446,628,1310
-453,633,1310
-461,648,1322
-466,631,1296
-466,643,1296
-466,643,1322
-478,625,1302
-481,638,1302
-491,631,1300
-483,627,1310
-491,636,1276
-493,656,1268
-496,636,1276
-526,638,1273
-523,656,1263
-560,653,1283
-567,643,1261
-595,661,1256
-617,666,1261
-636,676,1241
-663,686,1246
-681,692,1231
-693,702,1221
-691,715,1212
-718,705,1202
-750,688,1172
-750,732,1190
-740,727,1167
-765,725,1150
-795,737,1140
-848,730,1133
-815,752,1126
-856,720,1096
-853,761,1101
-906,742,1088
-916,740,1073
-948,742,1068
-957,753,1050
-1002,710,1017
-1000,752,1022
-1040,740,990
-1050,745,975
-1088,745,961
-1121,747,908
-1141,735,887
-1182,725,850
-1210,707,815
-1227,678,781
-1232,712,773
-1225,722,766
-1260,702,717
-1298,700,707
-1298,707,672
-1281,720,652
-1308,705,613
-1333,707,603
-1346,692,560
-1366,686,537
-1390,651,487
-1387,663,492
-1385,661,458
-1407,648,416
-1440,661,382
-1412,661,380
-1432,648,337
-1405,678,350
-1405,668,350
-1415,643,308
-1430,625,288
-1430,595,271
-1450,600,256
-1460,585,230
-1457,561,215
-1472,551,182
-1493,503,136
-1483,487,128
-1460,497,45
-1478,472,15
-1465,455,-47
-1472,428,-57
-1476,436,-103
-1447,421,-131
-1447,398,-205
-1422,381,-248
-1412,383,-301
-1377,362,-325
-1358,332,-372
-1318,315,-426
-1318,288,-471
-1326,273,-487
-1283,253,-507
-1286,245,-520
-1278,222,-560
-1250,212,-581
-1245,186,-641
-1212,202,-633
-1182,195,-631
-1165,197,-680
-1158,200,-690
-1133,197,-700
-1108,230,-707
-1088,256,-715
-1078,227,-766
-1045,222,-776
-1030,225,-781
-1002,207,-778
-995,230,-783
-972,217,-793
-957,190,-812
-928,186,-827
-918,215,-840
-926,217,-840
-921,235,-827
-923,222,-855
-918,232,-837
-918,200,-862
-906,215,-845
-921,187,-857
-881,200,-852
-888,197,-862
-871,181,-872
-876,176,-865
-868,186,-877
-886,197,-830
-886,207,-837
-871,215,-862
-903,215,-867
-886,235,-837
-871,217,-832
-896,200,-870
-908,210,-845
-913,181,-885
-888,210,-850
-913,222,-827
-911,237,-845
-943,207,-842
-948,181,-850
-928,222,-822
-957,192,-822
-975,212,-825
-1005,210,-801
-1020,222,-783
-1050,253,-720
-1091,263,-710
-1131,271,-690
-1141,315,-650
-1151,330,-646
-1197,362,-618
-1242,403,-545
-1265,428,-522
-1265,485,-481
-1281,543,-436
-1281,585,-406
-1303,612,-367
-1296,658,-296
-1343,676,-246
-1346,730,-172
-1341,781,-126
-1331,827,-67
-1296,878,0
,,
-1291,891,65
-1266,936,162
-1265,960,185
-1242,990,298
-1212,995,372
-1215,985,416
-1217,997,473
-1160,1000,535
-1123,1021,596
-1050,1036,680
-990,1038,741
-936,1043,812
-918,1011,877
-873,1013,933
-810,990,975
-752,1003,1007
-693,1008,1032
-676,997,1050
-646,1008,1073
-641,992,1081
-580,990,1071
-530,975,1103
-501,950,1116
-481,957,1131
-407,941,1172
-347,938,1157
-296,923,1187
-213,933,1210
