X,Y,Z
-190,913,1187
-172,878,1195
-98,878,1197
-61,872,1192
-43,867,1202
-1,862,1197
16,867,1187
58,870,1202
96,850,1192
157,827,1167
233,825,1157
276,793,1121
367,783,1103
431,786,1047
506,778,980
555,773,971
587,781,980
646,740,890
691,700,803
760,707,803
775,671,748
807,683,705
840,678,675
868,633,636
891,597,613
913,541,596
936,467,552
972,470,510
985,436,461
977,391,416
990,367,375
987,301,352
1012,242,330
995,173,266
992,141,197
980,136,116
990,107,77
960,105,-5
965,85,-60
952,41,-98
893,-11,-175
901,-28,-210
881,-28,-268
848,-21,-308
842,-23,-345
822,-3,-352
800,-18,-392
785,-28,-416
790,-11,-423
760,-36,-458
703,-6,-522
691,23,-517
683,-1,-557
673,-11,-588
651,26,-591
622,38,-621
605,51,-660
590,70,-650
577,80,-667
577,105,-680
532,85,-710
511,82,-717
493,133,-722
471,122,-751
468,117,-753
443,110,-786
421,126,-776
415,112,-803
392,117,-801
380,120,-793
355,156,-815
352,171,-796
335,181,-812
316,156,-820
286,166,-840
286,176,-860
231,171,-877
243,202,-857
221,200,-857
210,192,-872
205,202,-860
233,187,-875
231,197,-872
231,205,-865
226,205,-865
248,207,-857
238,212,-870
231,227,-860
241,232,-842
256,232,-832
266,202,-852
281,212,-850
288,207,-830
313,222,-822
313,210,-812
316,205,-815
337,195,-835
350,190,-801
357,176,-806
380,187,-791
370,176,-806
372,176,-806
355,156,-812
395,192,-806
377,186,-791
385,176,-801
395,171,-781
387,143,-817
345,115,-798
350,100,-791
345,56,-817
355,41,-845
352,16,-803
360,33,-801
360,33,-783
362,23,-793
380,18,-788
410,1,-763
441,-6,-748
428,-26,-753
443,-36,-748
441,-48,-753
433,-100,-743
436,-120,-761
443,-151,-743
441,-181,-717
453,-197,-722
461,-200,-710
463,-250,-695
441,-303,-662
426,-352,-650
415,-372,-680
407,-401,-657
382,-418,-675
350,-460,-675
340,-447,-672
320,-457,-685
288,-470,-707
253,-482,-727
213,-503,-753
190,-490,-758
165,-513,-768
137,-523,-773
122,-497,-781
103,-485,-827
86,-472,-822
66,-495,-806
18,-521,-796
3,-526,-825
-51,-563,-837
-58,-508,-842
-81,-506,-867
-98,-501,-845
-107,-518,-852
-122,-556,-842
-115,-572,-820
-137,-548,-840
-107,-536,-842
-140,-533,-852
-165,-541,-855
-195,-548,-890
-200,-506,-870
-205,-490,-882
-218,-495,-898
-253,-521,-896
-231,-533,-865
-221,-523,-862
-233,-531,-875
-216,-516,-890
-205,-487,-903
-231,-492,-911
-241,-480,-906
-238,-457,-901
-236,-460,-913
-238,-455,-918
-236,-460,-913
-266,-440,-936
-261,-426,-936
-291,-403,-946
-301,-381,-963
-311,-381,-975
-306,-370,-975
-298,-375,-975
-308,-337,-958
-330,-335,-956
-313,-286,-992
-327,-253,-995
-355,-215,-1017
-332,-168,-1002
-355,-143,-1005
-385,-141,-1000
-372,-105,-1017
-417,-87,-1037
-431,-48,-1037
-438,1,-1035
,,
-453,46,-1032
-458,87,-1020
-488,133,-1022
-473,197,-1010
-461,291,-1002
-438,411,-1007
-428,472,-982
-436,570,-971
-456,643,-928
-412,781,-842
-436,865,-825
-417,901,-822
-443,901,-812
-446,918,-786
-438,972,-753
-446,987,-715
-473,1048,-652
-466,1063,-646
-486,1070,-631
-471,1115,-588
-478,1117,-583
-498,1117,-565
-506,1138,-550
-537,1151,-530
-557,1141,-512
-552,1171,-473
-567,1191,-463
-570,1227,-428
-602,1217,-390
-610,1212,-375
-625,1225,-350
-643,1247,-321
-653,1268,-288
-686,1242,-278
-701,1258,-215
-718,1255,-185
-703,1281,-153
-698,1281,-138
-678,1317,-108
-711,1296,-118
-706,1313,-50
-708,1301,-52
-723,1308,-35
-728,1320,-2
-736,1330,0
-733,1311,10
-721,1317,12
-733,1320,12
-731,1330,12
-752,1291,-12
-728,1306,-15
-726,1303,-2
-698,1303,-12
-718,1298,-32
-726,1301,-20
-693,1327,-17
-698,1308,-10
-723,1306,-15
-723,1306,-22
-713,1322,-10
-750,1291,-27
-740,1303,-27
-728,1301,-20
-731,1313,-22
-733,1337,-20
-733,1332,-5
-742,1283,-47
-726,1298,-10
-736,1288,-50
-736,1322,-2
-716,1308,-22
-736,1291,-30
-721,1303,-25
-747,1296,-27
-733,1298,-25
-733,1301,-30
-723,1317,-22
-736,1301,-25
-711,1291,-27
-728,1303,-37
-726,1301,-27
-718,1320,-35
-733,1301,-57
-721,1293,-77
-733,1288,-108
-752,1298,-126
-742,1255,-195
-760,1195,-256
-762,1173,-306
-767,1128,-350
-795,1115,-400
-787,1097,-413
-795,1046,-495
-792,1033,-500
-785,982,-540
-795,955,-586
-790,928,-626
-762,901,-670
-728,860,-692
-723,786,-751
-688,753,-806
-668,707,-842
-632,641,-898
-605,572,-908
-592,485,-928
-600,411,-948
-582,381,-963
-580,283,-1007
-570,247,-997
-537,192,-987
-535,146,-995
-508,92,-1007
-488,53,-1010
-476,0,-1012
-433,-46,-1000
-436,-87,-992
-410,-151,-1007
-407,-183,-1005
-420,-220,-1000
-415,-291,-975
-426,-317,-956
-385,-381,-943
-362,-426,-941
-322,-506,-862
-308,-577,-830
-278,-627,-763
-291,-705,-725
-313,-763,-722
-313,-825,-621
-283,-840,-555
-303,-906,-527
-286,-941,-481
-298,-995,-397
-308,-1016,-340
-303,-1048,-303
-281,-1051,-240
-317,-1095,-205
-322,-1092,-133
-325,-1125,-86
-298,-1125,-60
-337,-1110,-30
-327,-1120,10
-335,-1133,75
-332,-1133,103
-340,-1131,158
-322,-1097,253
-367,-1122,248
-340,-1095,278
-357,-1112,321
-397,-1122,335
-407,-1095,402
-415,-1058,458
-436,-1061,495
-451,-1043,537
-453,-1026,562
-481,-1033,576
-496,-1006,618
-530,-1003,636
-545,-980,660
-572,-967,690
-600,-945,722
-607,-896,756
-605,-886,746
-620,-881,738
-632,-901,753
-610,-857,781
-648,-906,741
-646,-870,768
-651,-857,786
-681,-845,803
-686,-837,815
-698,-840,832
-726,-815,840
-713,-783,857
-721,-776,860
-696,-758,896
-716,-796,890
-703,-758,898
-681,-735,923
-688,-720,933
-661,-720,961
-636,-661,1005
-651,-631,1027
-643,-627,1030
-617,-600,1047
-610,-605,1058
-592,-600,1083
-587,-570,1088
-585,-546,1103
-560,-526,1113
-565,-513,1121
-545,-516,1145
-537,-500,1172
-508,-465,1167
-508,-433,1190
-488,-431,1195
-478,-418,1207
-483,-411,1226
-476,-386,1236
-466,-357,1226
-446,-347,1241
-441,-357,1246
-436,-342,1241
-451,-315,1243
-415,-298,1241
-410,-308,1243
-420,-301,1258
-392,-296,1268
-407,-298,1251
-395,-276,1283
-385,-261,1271
-387,-268,1276
-385,-268,1283
-370,-271,1296
-370,-258,1276
-365,-266,1276
-397,-253,1293
-365,-261,1283
-372,-245,1293
-377,-240,1283
-380,-237,1276
-375,-250,1278
-375,-273,1276
-392,-256,1276
-400,-271,1271
-390,-266,1263
-390,-256,1266
-392,-273,1273
-382,-276,1273
-395,-278,1258
-372,-266,1276
-400,-258,1253
-397,-271,1271
-387,-281,1281
-395,-293,1288
-390,-288,1256
-377,-296,1271
-387,-288,1261
-380,-306,1283
-372,-278,1276
-397,-293,1261
-390,-313,1253
-387,-313,1246
-390,-352,1243
-390,-376,1226
-392,-406,1215
-392,-447,1205
-392,-480,1167
-392,-541,1147
-400,-587,1103
-385,-617,1103
-392,-615,1088
-410,-643,1056
-407,-695,1037
-407,-756,980
-415,-820,918
-415,-817,880
-402,-888,820
-385,-908,778
-390,-947,722
-407,-980,650
-423,-1011,598
-410,-1021,532
-421,-1067,446
-428,-1092,370
-421,-1097,311
-436,-1125,258
-397,-1110,222
-397,-1117,167
-397,-1127,60
-380,-1133,-30
-332,-1115,-55
-342,-1095,-131
-303,-1085,-210
-303,-1066,-271
-291,-1048,-308
-271,-1016,-360
-263,-990,-416
-241,-942,-466
-223,-913,-500
-211,-875,-571
-182,-827,-636
-167,-766,-682
-172,-722,-712
-175,-688,-748
-167,-646,-778
-157,-605,-825
-152,-556,-857
-140,-508,-877
-135,-462,-870
-125,-431,-906
-103,-381,-916
-137,-378,-971
-112,-340,-946
-125,-313,-931
-120,-291,-961
-127,-253,-982
-142,-212,-975
-137,-166,-975
-112,-126,-987
-125,-80,-995
-130,-43,-1020
-105,26,-992
,,
-140,80,-1030
-145,112,-1020
-147,173,-1020
-155,227,-1030
-155,281,-1027
-157,340,-1020
-157,401,-985
-167,428,-987
-175,495,-980
-180,556,-975
-172,580,-946
-175,627,-916
-147,656,-901
-147,710,-913
-152,752,-887
-150,781,-850
-155,817,-835
-167,840,-806
-170,883,-776
-182,916,-763
-167,947,-738
-185,980,-720
-197,982,-702
-210,1008,-685
-231,1028,-680
-253,1048,-655
-288,1056,-650
-311,1077,-616
-335,1090,-603
-377,1105,-598
-407,1125,-598
-421,1133,-545
-431,1112,-535
-433,1127,-522
-476,1146,-500
-491,1133,-502
-481,1148,-495
-493,1168,-466
-506,1171,-448
-506,1188,-451
-523,1186,-431
-532,1191,-400
-560,1235,-397
-550,1207,-380
-565,1215,-357
-575,1242,-318
-587,1261,-301
-582,1271,-293
-585,1250,-258
-577,1245,-240
-570,1276,-235
-597,1286,-235
-572,1281,-230
-587,1273,-232
-592,1266,-220
-592,1283,-205
-610,1278,-182
-615,1276,-197
-595,1316,-151
-597,1308,-158
-587,1313,-138
-587,1316,-128
-590,1330,-108
-585,1335,-101
-562,1325,-96
-562,1342,-91
-575,1322,-93
-580,1357,-86
-610,1301,-88
-577,1327,-75
-585,1308,-57
-572,1335,-50
-600,1317,-62
-580,1325,-45
-590,1322,-47
-592,1320,-60
-585,1325,-50
-587,1325,-45
-585,1357,-37
-592,1350,-40
-575,1335,-50
-567,1330,-47
-577,1327,-42
-580,1337,-27
-590,1357,-40
-572,1335,-42
-575,1327,-47
-572,1327,-42
-555,1355,-35
-582,1330,-88
-585,1316,-106
-567,1316,-113
-587,1278,-190
-585,1263,-256
-590,1237,-325
-562,1195,-365
-567,1163,-426
-555,1156,-466
-552,1095,-527
-521,1067,-576
-518,1013,-646
-481,975,-670
-453,936,-707
-443,901,-751
-410,891,-781
-385,872,-803
-340,791,-796
-325,768,-837
-303,756,-855
-316,720,-885
-276,686,-890
-263,653,-898
-241,605,-933
-238,575,-933
-223,533,-946
-213,480,-982
-187,465,-953
-190,431,-987
-162,370,-992
-165,332,-987
-145,320,-990
-147,271,-997
-142,207,-1017
-107,187,-1000
-71,161,-997
,,
-28,158,-997
,,
-11,117,-987
,,
16,95,-968
,,
,,
38,61,-968
,,
,,
71,13,-982
,,
,,
83,0,-990
,,
,,
152,3,-928
,,
,,
180,-16,-926
,,
200,-56,-898
,,
248,-56,-882
,,
283,-75,-877
,,
306,-77,-847
,,
335,-117,-852
380,-117,-815
410,-133,-781
438,-141,-763
446,-153,-743
466,-151,-746
481,-176,-733
511,-156,-707
521,-178,-682
535,-161,-685
535,-173,-662
572,-173,-660
600,-173,-616
607,-186,-616
632,-192,-578
656,-195,-550
678,-195,-527
698,-212,-492
731,-195,-431
740,-212,-418
770,-202,-387
792,-207,-352
800,-220,-301
817,-215,-271
822,-235,-243
840,-242,-200
868,-232,-187
846,-251,-123
848,-261,-108
873,-230,-57
896,-222,-50
863,-271,-40
898,-253,20
891,-247,65
901,-268,70
881,-273,101
881,-283,113
881,-308,151
866,-286,151
842,-313,167
863,-308,192
868,-293,192
886,-298,235
861,-298,248
871,-298,286
876,-293,296
876,-303,311
846,-308,357
840,-293,380
840,-283,390
827,-301,392
825,-306,397
830,-303,402
837,-293,416
825,-286,448
812,-291,461
800,-293,468
820,-291,476
840,-256,517
815,-288,500
782,-273,520
790,-283,547
790,-268,550
792,-293,573
785,-298,573
755,-268,603
770,-278,608
770,-283,608
790,-247,660
728,-278,646
726,-268,660
737,-256,657
728,-261,677
718,-256,657
726,-266,682
736,-261,675
721,-263,657
726,-273,672
742,-286,660
750,-276,655
737,-266,655
747,-266,665
747,-271,665
740,-288,650
740,-258,672
745,-258,685
718,-288,682
718,-281,677
733,-268,677
737,-263,675
726,-247,685
728,-276,672
718,-273,672
723,-266,675
718,-268,672
723,-278,670
721,-276,690
716,-258,687
733,-266,690
733,-276,677
745,-266,680
745,-247,727
723,-256,697
708,-256,700
736,-258,695
706,-273,677
706,-271,695
701,-263,695
726,-266,672
731,-268,672
731,-263,662
752,-251,680
736,-268,650
755,-263,646
760,-268,621
772,-271,593
795,-271,581
790,-276,550
787,-276,522
812,-278,502
825,-281,483
837,-276,418
853,-268,408
840,-266,380
863,-266,330
891,-278,283
901,-263,246
886,-261,202
871,-266,136
868,-281,52
868,-273,0
853,-273,-65
846,-258,-108
825,-276,-158
812,-273,-205
805,-278,-240
792,-271,-273
800,-273,-298
755,-288,-350
747,-268,-352
716,-276,-406
723,-251,-431
673,-278,-458
646,-276,-473
632,-293,-481
625,-301,-545
600,-301,-578
572,-320,-576
562,-308,-576
535,-327,-606
508,-327,-608
471,-335,-638
441,-357,-657
405,-360,-695
360,-367,-717
342,-362,-727
301,-372,-746
283,-365,-778
256,-347,-788
211,-375,-793
172,-381,-788
172,-388,-776
150,-403,-837
147,-388,-788
115,-401,-808
120,-362,-806
86,-381,-827
76,-376,-827
46,-367,-860
43,-375,-857
46,-360,-832
56,-372,-835
18,-347,-852
28,-332,-860
6,-313,-850
18,-313,-862
41,-311,-865
61,-283,-867
71,-253,-885
81,-222,-880
91,-291,-835
83,-330,-796
93,-357,-815
81,-360,-845
68,-352,-835
91,-322,-815
88,-327,-820
86,-313,-830
73,-315,-822
68,-303,-852
66,-306,-845
63,-301,-857
66,-286,-840
61,-271,-852
73,-253,-860
63,-245,-855
38,-256,-867
28,-268,-865
33,-281,-850
21,-278,-875
13,-253,-852
8,-247,-865
0,-256,-852
-6,-266,-872
-13,-283,-855
0,-293,-860
,,
0,-330,-830
,,
21,-283,-822
23,-303,-842
21,-298,-847
6,-306,-857
33,-276,-827
16,-276,-852
0,-273,-845
6,-273,-855
1,-286,-877
6,-283,-845
3,-261,-855
21,-268,-812
21,-276,-827
0,-271,-862
13,-247,-842
11,-276,-855
0,-286,-862
23,-273,-860
3,-273,-845
21,-276,-862
-8,-276,-867
1,-266,-840
8,-273,-857
1,-271,-855
13,-268,-857
-6,-283,-867
-1,-263,-855
3,-278,-860
1,-271,-852
13,-261,-865
0,-271,-847
16,-261,-822
13,-273,-835
3,-263,-837
0,-268,-867
1,-268,-845
11,-258,-845
6,-266,-837
13,-266,-857
6,-271,-857
18,-242,-842
18,-256,-840
21,-266,-847
0,-271,-862
21,-263,-847
33,-247,-837
-6,-286,-870
16,-276,-847
33,-256,-832
16,-268,-840
0,-263,-852
13,-278,-847
11,-261,-825
11,-256,-820
8,-273,-850
3,-273,-847
3,-251,-852
1,-268,-845
11,-266,-850
11,-273,-852
13,-266,-852
0,-268,-867
18,-242,-845
23,-250,-847
13,-273,-850
11,-268,-860
23,-256,-852
0,-283,-855
1,-281,-872
31,-256,-822
13,-266,-845
3,-268,-860
3,-263,-850
8,-273,-852
1,-256,-827
6,-271,-857
11,-271,-842
21,-266,-860
0,-263,-845
18,-258,-840
3,-273,-852
16,-273,-857
6,-261,-850
13,-268,-850
13,-283,-852
13,-281,-850
8,-273,-862
23,-256,-845
8,-258,-842
26,-278,-825
13,-263,-832
1,-268,-825
16,-276,-872
23,-261,-855
8,-266,-845
6,-286,-855
6,-266,-832
3,-271,-835
11,-273,-875
13,-271,-845
31,-250,-847
6,-271,-855
8,-276,-850
0,-288,-867
1,-283,-855
18,-278,-845
21,-263,-847
8,-301,-850
0,-283,-862
38,-247,-832
16,-276,-832
11,-263,-832
6,-273,-845
11,-268,-845
-3,-283,-865
18,-271,-847
13,-283,-847
13,-258,-847
16,-263,-855
18,-263,-857
13,-276,-857
8,-278,-862
16,-263,-857
16,-273,-850
3,-278,-865
8,-266,-862
11,-286,-822
3,-278,-832
21,-256,-835
28,-251,-840
3,-261,-847
18,-278,-837
6,-293,-850
6,-263,-852
13,-271,-857
-3,-283,-882
11,-273,-855
6,-283,-855
-1,-276,-852
1,-281,-855
13,-261,-835
11,-273,-842
0,-276,-852
18,-276,-857
13,-271,-855
-1,-286,-857
23,-266,-840
6,-266,-825
11,-276,-812
0,-276,-837
11,-281,-827
6,-268,-862
18,-271,-827
1,-271,-830
11,-258,-847
13,-273,-840
16,-266,-862
-6,-286,-870
0,-271,-867
8,-256,-867
6,-276,-852
0,-273,-862
-1,-276,-870
1,-258,-842
18,-273,-812
31,-271,-835
18,-276,-862
0,-276,-855
11,-268,-825
6,-283,-835
1,-271,-867
26,-276,-837
16,-276,-860
6,-283,-857
31,-250,-835
1,-273,-840
11,-273,-837
8,-281,-860
16,-268,-837
28,-281,-855
3,-273,-850
1,-268,-850
26,-278,-847
13,-273,-832
11,-266,-820
21,-266,-812
6,-278,-827
0,-276,-865
0,-266,-855
13,-281,-827
13,-266,-837
6,-286,-875
21,-271,-842
11,-288,-867
13,-276,-842
16,-271,-842
3,-263,-860
0,-288,-847
13,-258,-837
23,-263,-845
0,-281,-857
41,-263,-860
28,-258,-817
3,-266,-872
23,-258,-850
18,-276,-855
23,-273,-827
23,-266,-852
18,-263,-827
11,-253,-852
16,-263,-850
8,-278,-855
18,-268,-875
6,-271,-850
18,-278,-855
23,-276,-847
16,-253,-845
0,-283,-847
13,-271,-857
3,-286,-860
1,-288,-867
26,-268,-812
8,-271,-827
33,-271,-820
21,-263,-850
16,-268,-852
11,-261,-842
23,-271,-845
8,-263,-865
16,-268,-847
0,-271,-860
16,-245,-850
8,-273,-855
8,-268,-875
11,-271,-852
3,-268,-860
1,-266,-865
0,-303,-875
18,-261,-862
1,-261,-857
0,-263,-872
8,-268,-842
23,-276,-827
1,-263,-812
11,-268,-830
11,-263,-860
-11,-276,-870
23,-250,-832
1,-273,-837
1,-261,-865
0,-263,-852
6,-278,-865
13,-273,-842
0,-271,-855
0,-273,-852
3,-278,-857
-6,-296,-877
3,-268,-852
0,-281,-862
1,-263,-870
3,-273,-837
-3,-281,-875
3,-271,-845
-6,-278,-847
6,-276,-842
3,-283,-862
0,-283,-847
-21,-296,-885
6,-281,-840
,,
18,-276,-827
1,-291,-872
0,-286,-865
0,-291,-867
6,-268,-835
-6,-293,-852
-1,-283,-867
0,-288,-875
-1,-266,-850
1,-278,-872
6,-276,-835
0,-296,-832
-1,-268,-830
-16,-276,-870
-6,-291,-852
-3,-278,-855
3,-278,-832
-3,-273,-855
-3,-288,-850
8,-263,-855
23,-271,-847
0,-291,-852
-1,-276,-857
0,-276,-860
-3,-276,-857
-1,-286,-855
-1,-281,-860
0,-278,-862
-8,-281,-862
-23,-281,-862
13,-276,-822
0,-276,-832
1,-266,-847
6,-281,-842
3,-288,-842
1,-273,-845
6,-281,-835
0,-278,-847
0,-283,-865
0,-278,-862
6,-276,-880
21,-268,-870
3,-293,-872
1,-293,-857
-6,-271,-865
-3,-266,-870
-11,-273,-872
-8,-283,-882
1,-276,-842
0,-276,-847
-3,-278,-896
-3,-283,-875
-6,-268,-882
-1,-286,-880
-1,-266,-875
-6,-276,-896
-23,-263,-936
-11,-293,-913
0,-266,-928
,,
3,-291,-961
,,
1,-296,-966
,,
13,-293,-966
-13,-313,-995
31,-303,-980
11,-296,-990
11,-313,-980
1,-303,-980
16,-308,-946
23,-308,-938
33,-296,-946
8,-311,-956
0,-320,-968
21,-313,-953
13,-317,-963
1,-306,-946
-1,-330,-992
3,-313,-968
26,-293,-958
0,-303,-975
6,-306,-958
8,-315,-963
0,-320,-977
-1,-325,-975
-1,-320,-977
21,-315,-968
8,-320,-975
13,-301,-936
3,-313,-975
3,-313,-958
-3,-340,-961
13,-317,-941
1,-317,-963
3,-313,-963
8,-320,-971
13,-308,-936
-8,-335,-961
1,-322,-977
0,-327,-968
-13,-327,-997
0,-315,-966
,,
-16,-330,-971
-8,-322,-977
0,-320,-971
-1,-325,-975
-1,-298,-958
1,-313,-918
13,-317,-921
1,-330,-946
-6,-330,-968
8,-322,-975
-13,-327,-958
8,-303,-921
,,
3,-317,-956
,,
0,-317,-948
,,
0,-315,-956
,,
3,-325,-956
,,
-3,-320,-956
6,-320,-938
0,-313,-948
-18,-332,-963
3,-317,-936
,,
-6,-306,-961
0,-306,-951
-1,-306,-951
-3,-311,-961
-8,-313,-936
3,-315,-918
0,-308,-901
0,-301,-923
1,-311,-918
-8,-322,-953
3,-306,-921
-1,-320,-911
6,-301,-946
-8,-313,-926
-8,-308,-956
-8,-313,-946
0,-313,-931
23,-301,-931
-11,-311,-941
3,-298,-923
,,
-18,-301,-941
-11,-298,-918
3,-320,-896
,,
13,-293,-903
0,-303,-948
0,-298,-921
-3,-298,-918
0,-288,-887
-6,-311,-906
-11,-303,-903
-16,-296,-921
1,-283,-870
,,
0,-286,-875
,,
0,-281,-887
,,
-11,-283,-887
-13,-281,-870
-16,-298,-896
3,-281,-877
,,
-1,-281,-880
0,-278,-877
-3,-266,-875
18,-256,-845
3,-271,-825
18,-256,-817
1,-281,-832
-1,-278,-857
-8,-293,-850
-13,-303,-865
0,-263,-837
,,
-18,-291,-885
-3,-288,-852
0,-258,-870
-18,-286,-875
-3,-273,-850
-3,-281,-870
-21,-286,-870
-11,-281,-872
-18,-276,-872
-13,-278,-862
-1,-273,-865
-16,-296,-842
-26,-286,-880
-8,-286,-847
0,-288,-840
-1,-298,-845
-18,-288,-852
-8,-286,-852
-1,-288,-862
-3,-271,-857
-21,-283,-847
-3,-276,-885
0,-283,-860
-1,-296,-872
-11,-286,-862
-11,-288,-867
-8,-298,-875
-16,-296,-867
-13,-301,-882
-23,-283,-870
0,-288,-827
,,
0,-293,-830
,,
-8,-296,-830
-21,-301,-870
-1,-286,-857
-18,-298,-835
-18,-291,-847
-6,-303,-872
-3,-293,-855
-16,-283,-872
-8,-298,-855
-11,-291,-855
-13,-291,-855
-13,-291,-862
-26,-303,-882
-18,-298,-885
-13,-288,-885
0,-288,-857
,,
-8,-291,-875
0,-281,-867
-16,-296,-840
-8,-306,-840
-1,-283,-840
-23,-313,-852
-8,-291,-845
0,-271,-847
-1,-291,-842
-3,-296,-857
0,-291,-860
-6,-288,-852
-18,-317,-887
-6,-313,-875
-8,-283,-862
-18,-293,-852
-18,-293,-870
-16,-276,-857
-31,-311,-885
-11,-281,-855
0,-276,-815
,,
-6,-281,-840
-16,-288,-885
-38,-311,-880
-6,-291,-835
-8,-271,-835
-18,-298,-845
-13,-296,-852
-31,-288,-882
-16,-291,-855
0,-291,-865
,,
-16,-288,-875
-8,-283,-862
3,-283,-882
-1,-278,-865
-18,-298,-875
-8,-296,-867
-21,-288,-865
-18,-261,-885
-16,-293,-882
-6,-286,-840
1,-281,-827
0,-288,-850
-11,-288,-885
-23,-283,-865
-6,-283,-855
-16,-313,-870
6,-286,-865
,,
-6,-291,-857
-1,-276,-870
-3,-291,-842
-1,-291,-855
0,-293,-867
0,-283,-862
-13,-288,-857
-31,-303,-882
-11,-278,-872
0,-281,-865
,,
-8,-278,-857
1,-273,-860
-3,-273,-840
0,-291,-842
-1,-296,-840
0,-271,-842
-6,-288,-842
0,-288,-855
-13,-293,-850
8,-283,-845
,,
0,-286,-872
,,
-3,-286,-860
-3,-278,-877
0,-276,-872
-6,-281,-855
0,-276,-850
-8,-281,-865
-13,-273,-865
-3,-298,-880
-6,-291,-880
11,-288,-840
-1,-271,-832
-3,-281,-865
-6,-268,-867
-3,-278,-837
0,-276,-840
0,-281,-860
0,-291,-847
-26,-306,-862
0,-278,-850
,,
1,-278,-852
,,
-3,-293,-860
-11,-281,-865
-1,-271,-852
-3,-276,-850
-1,-293,-870
-13,-281,-865
-8,-288,-862
-23,-303,-885
1,-273,-825
,,
3,-278,-835
,,
6,-296,-835
,,
-3,-293,-852
-11,-288,-847
-3,-283,-880
21,-261,-825
0,-266,-840
-3,-283,-872
-6,-286,-862
0,-263,-860
-6,-303,-875
-1,-281,-860
-6,-276,-870
-8,-278,-862
-23,-276,-890
1,-286,-852
,,
-1,-283,-865
-6,-286,-865
-8,-281,-837
-21,-268,-887
-11,-291,-852
16,-256,-835
0,-283,-827
-13,-281,-862
0,-288,-845
,,
-28,-286,-880
-3,-273,-840
0,-266,-870
3,-281,-855
-3,-286,-850
3,-288,-850
-8,-278,-857
-3,-278,-865
-3,-296,-852
-8,-283,-865
0,-273,-855
-6,-273,-850
0,-286,-812
-6,-286,-822
1,-266,-837
0,-271,-862
0,-276,-847
0,-288,-855
-31,-301,-850
1,-278,-850
,,
-6,-281,-847
-8,-293,-857
-1,-271,-860
-8,-288,-862
-8,-288,-850
-6,-281,-852
-8,-291,-865
-8,-278,-850
0,-296,-855
-6,-266,-860
-11,-291,-865
-3,-283,-875
0,-276,-822
0,-296,-825
-6,-286,-812
-1,-291,-835
0,-286,-837
-11,-286,-865
-6,-293,-857
-1,-286,-847
0,-281,-860
-6,-286,-855
-18,-313,-887
-13,-293,-882
-6,-273,-850
0,-288,-862
-8,-278,-855
13,-278,-857
-1,-303,-847
0,-281,-855
0,-298,-830
-1,-281,-825
-3,-291,-857
0,-273,-842
0,-291,-845
11,-271,-825
0,-293,-852
-3,-288,-842
-16,-291,-870
0,-286,-830
,,
-18,-281,-842
-3,-293,-862
-6,-283,-850
-11,-281,-852
-8,-268,-857
1,-283,-857
-8,-288,-862
-3,-298,-867
-13,-291,-867
-3,-288,-845
0,-298,-825
16,-281,-827
-8,-296,-837
-8,-288,-875
-3,-283,-867
8,-281,-832
-11,-278,-850
-11,-283,-857
-13,-288,-862
-1,-276,-872
-16,-306,-885
-3,-281,-855
-6,-281,-845
-6,-288,-857
-3,-281,-867
0,-291,-850
1,-288,-862
1,-291,-870
3,-283,-840
-11,-283,-872
-16,-286,-845
3,-283,-827
,,
11,-288,-830
-6,-291,-840
-3,-283,-847
-3,-303,-865
-6,-306,-855
3,-283,-860
-6,-288,-867
-3,-286,-855
0,-278,-857
0,-291,-862
1,-298,-857
-18,-273,-860
-6,-283,-862
-13,-293,-872
-13,-296,-847
-1,-283,-855
13,-258,-812
0,-283,-830
-6,-296,-862
-3,-291,-845
0,-278,-845
6,-273,-825
-8,-296,-860
-6,-288,-847
-21,-306,-877
-16,-273,-852
0,-271,-840
,,
-1,-283,-862
-13,-288,-862
-8,-278,-860
-8,-271,-845
1,-273,-845
0,-291,-862
-3,-291,-857
-6,-296,-872
1,-271,-815
6,-281,-825
0,-283,-812
-11,-291,-835
-16,-286,-850
8,-266,-812
,,
-1,-296,-835
0,-286,-835
0,-306,-875
-6,-291,-850
-1,-261,-847
-16,-271,-867
0,-283,-835
,,
-1,-288,-847
-8,-288,-855
1,-266,-837
-18,-283,-865
3,-288,-857
,,
0,-293,-855
,,
-13,-308,-850
-33,-293,-890
3,-278,-857
